"Code","Name","Latitude","Longitude","No_Observed","Number_By_Party_Hours","year","bird"
"LANO","New Orleans",30.0236,-89.9167,"141",1.8675,"2015","NSH"
"COSL","Sterling",40.6966,-103.2219,"140",6.1538,"2015","NSH"
"LACR","Creole",29.8159,-93.1113,"139",2.9682,"2015","NSH"
"UTBR","Bear River Migratory Bird Refuge",41.4804,-112.2675,"134",9.8168,"2015","NSH"
"UTSG","St. George",37.15,-113.6,"133",1.5465,"2015","NSH"
"MIMO","Monroe",41.8731,-83.4425,"132",2.4,"2015","NSH"
"ILUC","Union County",37.4676,-89.4048,"131",1.8714,"2015","NSH"
"TXOC","Orange County",30.0741,-93.905,"128",2.8894,"2015","NSH"
"TXLD","Laredo",27.5,-99.4167,"128",2.4151,"2015","NSH"
"TXSR","Sea Rim S.P.",29.7334,-93.9563,"127",1.8955,"2015","NSH"
"NJLH","Lower Hudson",40.7751,-74.0009,"127",0.8328,"2015","NSH"
"TXSB","San Bernard N.W.R.",28.8667,-95.5667,"126",1.05,"2015","NSH"
"WAEA","East Lake Washington",47.5899,-121.9995,"126",1.9765,"2015","NSH"
"ONHA","Hamilton",43.2679,-79.8852,"126",0.5701,"2015","NSH"
"MDLK","Lower Kent County",39.1427,-76.1921,"122",1.1296,"2015","NSH"
"MSWC","Washington County (south)",33.097,-90.9857,"122",3.2533,"2015","NSH"
"CAPP","Palos Verdes Peninsula",33.7723,-118.3279,"121",0.4973,"2015","NSH"
"OREU","Eugene",44.0768,-123.179,"121",0.5681,"2015","NSH"
"MXSB","San Blas, Nayarit, Mexico",21.5499,-105.1902,"120",1.7712,"2015","NSH"
"MXMC","Mexico City, Distrito Federal, Mexico",19.2333,-99.1833,"119",2.8333,"2015","NSH"
"BCVI","Victoria",48.4667,-123.4,"119",0.233,"2015","NSH"
"CORO","Rocky Ford",38.1326,-103.679,"118",3.5224,"2015","NSH"
"KSLA","Lawrence",38.9933,-95.3111,"116",1.2083,"2015","NSH"
"TXHG","Harlingen",26.177,-97.6813,"115",0.7823,"2015","NSH"
"ORAI","Airlie",44.7131,-123.1744,"114",1.0502,"2015","NSH"
"ILHL","Horseshoe Lake",37.2089,-89.3311,"112",2.5028,"2015","NSH"
"AZSE","Sedona",34.8391,-111.8802,"112",1.2444,"2015","NSH"
"NJOC","Oceanville",39.4422,-74.4605,"110",1.1924,"2015","NSH"
"ORFL","Florence",44.0334,-124.0667,"110",0.9977,"2015","NSH"
"TXNA","Nacogdoches",31.5332,-94.6563,"108",0.9708,"2015","NSH"
"MSNO","Noxubee N.W.R.",33.2711,-88.7837,"107",1.603,"2015","NSH"
"CACL","Clear Lake",38.9392,-122.7199,"106",1.06,"2015","NSH"
"IDHV","Hagerman Valley",42.8167,-114.9,"106",2.3043,"2015","NSH"
"AZSC","Santa Catalina Mountains",32.3353,-110.7295,"105",1.0145,"2015","NSH"
"NELI","Lincoln",40.7992,-96.7494,"104",0.8507,"2015","NSH"
"TXMN","McNary",31.2682,-105.7871,"104",4.7816,"2015","NSH"
"WAPB","Padilla Bay",48.4834,-122.5667,"101",0.5642,"2015","NSH"
"MDMR","Middle River",39.3089,-76.4104,"101",1.0521,"2015","NSH"
"CALA","Los Angeles",34.0477,-118.3793,"101",0.6904,"2015","NSH"
"NCPD","Pee Dee N.W.R.",35.1167,-80.05,"100",5,"2015","NSH"
"NMVO","Valle de Oro N.W.R.",34.964,-106.6761,"100",1.3652,"2015","NSH"
"CADN","Del Norte County",41.8446,-124.1712,"99",1.2857,"2015","NSH"
"UTOG","Ogden",41.2198,-112.064,"99",1.65,"2015","NSH"
"TXBZ","Brazos Bend",29.3734,-95.6688,"98",0.9679,"2015","NSH"
"AZFL","Flagstaff-Mt. Elden",35.241,-111.5976,"98",3.6296,"2015","NSH"
"INGP","Goose Pond",38.9678,-87.1864,"98",1.0111,"2015","NSH"
"BCVA","Vancouver",49.2603,-123.105,"97",0.2165,"2015","NSH"
"COCS","Colorado Springs",38.8022,-104.8167,"96",0.4367,"2015","NSH"
"MSAL","Arkabutla Lake",34.7624,-90.1306,"95",3.619,"2015","NSH"
"TXSA","Santa Ana N.W.R.",26.1492,-98.1917,"95",1.0354,"2015","NSH"
"NYRC","Rockland County",41.148,-73.9895,"94",1.0273,"2015","NSH"
"MXES","Ensenada, Baja California, Mexico",31.8002,-116.6335,"93",1.1772,"2015","NSH"
"KYLE","Lexington",37.9227,-84.4719,"93",1.3286,"2015","NSH"
"AZHV","Havasu N.W.R.",34.4525,-114.3107,"93",1.6034,"2015","NSH"
"ILPM","Pere Marquette Park",38.9968,-90.6051,"92",3.68,"2015","NSH"
"CASU","San Juan Capistrano",33.5096,-117.6078,"91",2.7576,"2015","NSH"
"TXWW","Welder Wildlife Refuge",28.1136,-97.4171,"90",1.7647,"2015","NSH"
"TXHA","Hagerman N.W.R.",33.7807,-96.7444,"90",1.5,"2015","NSH"
"VAFB","Fort Belvoir",38.709,-77.1939,"89",0.2425,"2015","NSH"
"INWG","Western Gibson County",38.3406,-87.7807,"89",1.3952,"2015","NSH"
"MSDG","Dahomey-Great River Road",33.7769,-90.9545,"89",1.7282,"2015","NSH"
"CALU","La Purisima",34.6616,-120.5368,"88",1.5785,"2015","NSH"
"TXCK","Choke Canyon",28.4913,-98.3082,"88",1.2014,"2015","NSH"
"TXAR","Aransas N.W.R.",28.2333,-96.8833,"87",1.1417,"2015","NSH"
"CAMU","Malibu",34.0822,-118.7045,"87",0.5748,"2015","NSH"
"UTLO","Logan",41.7993,-111.8333,"85",0.6911,"2015","NSH"
"MDOC","Ocean City",38.3128,-75.2122,"83",0.4259,"2015","NSH"
"NCGR","Greensboro",36.1163,-79.837,"82",0.7069,"2015","NSH"
"OKST","Stillwater",36.1452,-97.1765,"81",1.1638,"2015","NSH"
"CAPR","Point Reyes Peninsula",38.1216,-122.8901,"81",0.1985,"2015","NSH"
"CASO","San Bernardino Valley",34.0852,-117.301,"81",1,"2015","NSH"
"FLLA","Lakeland",28.0261,-81.8507,"80",0.613,"2015","NSH"
"NYOO","Oak Orchard Swamp",43.1517,-78.3904,"80",0.8649,"2015","NSH"
"MOMI","Mingo N.W.R.",36.9833,-90.2,"80",1.4679,"2015","NSH"
"ONBL","Blenheim",42.3403,-81.9372,"79",0.9753,"2015","NSH"
"TXAM","Amarillo",34.9851,-101.7021,"78",3.25,"2015","NSH"
"UTZI","Zion N.P.",37.2093,-112.9804,"77",0.9249,"2015","NSH"
"NCRA","Raleigh",35.7622,-78.6593,"77",0.744,"2015","NSH"
"ARCO","Conway",35.0916,-92.4227,"76",1.1783,"2015","NSH"
"OKWA","Washita N.W.R.",35.6495,-99.2797,"75",1.8892,"2015","NSH"
"KSPA","Parsons",37.4643,-95.2528,"71",2.6296,"2015","NSH"
"LALA","Lafayette",30.1901,-92.1042,"71",0.7388,"2015","NSH"
"TXWA","Waco",31.5194,-97.0451,"70",1.0728,"2015","NSH"
"TXAZ","Anzalduas-Bentsen",26.2235,-98.3944,"68",0.8144,"2015","NSH"
"IDBO","Boise",43.6177,-116.1995,"68",0.647,"2015","NSH"
"FLMI","Merritt Island N.W.R.",28.6171,-80.6815,"67",0.5678,"2015","NSH"
"ONHH","Halton Hills",43.6274,-79.9222,"67",0.964,"2015","NSH"
"TNBS","Big Sandy",36.3405,-88.0821,"66",1.3266,"2015","NSH"
"WABG","Bellingham",48.8112,-122.5629,"66",0.3259,"2015","NSH"
"NMAL","Albuquerque",35.1833,-106.6167,"66",0.7952,"2015","NSH"
"AZPY","Payson",34.35,-111.35,"65",1.7931,"2015","NSH"
"PAGL","Delaware County (Glenolden)",39.8992,-75.3729,"65",0.3601,"2015","NSH"
"GACL","Carter's Lake",34.5801,-84.7917,"63",0.5915,"2015","NSH"
"HIIA","Maui: I'ao Valley",20.9333,-156.5333,"63",12.6,"2015","NSH"
"KSDC","Dodge City",37.7777,-100.01,"63",2.5714,"2015","NSH"
"NCPE","Pettigrew S.P.",35.7667,-76.45,"62",1.24,"2015","NSH"
"UTPA","Payson",40.0437,-111.7598,"62",0.9091,"2015","NSH"
"TXBU","Bell County",30.9667,-97.45,"61",0.8443,"2015","NSH"
"OHFR","Fremont",41.3562,-83.0766,"61",1.0427,"2015","NSH"
"LASH","Shreveport",32.5371,-93.8922,"60",1.4371,"2015","NSH"
"MTCC","Clark Canyon Dam",45.0016,-112.8579,"60",6,"2015","NSH"
"WASB","Skagit Bay",48.2973,-122.3879,"60",0.5128,"2015","NSH"
"WASJ","San Juan Islands Archipelago",48.5462,-123.013,"60",0.5298,"2015","NSH"
"CALW","LaGrange-Waterford",37.6531,-120.5876,"59",1.2041,"2015","NSH"
"GAPC","Peachtree City",33.3468,-84.6231,"58",1.3892,"2015","NSH"
"TXQU","Quitaque",34.4346,-101.0739,"58",8,"2015","NSH"
"TXAB","Abilene",32.3501,-99.7502,"58",1.7984,"2015","NSH"
"CASV","San Fernando Valley",34.2358,-118.5025,"57",0.8028,"2015","NSH"
"ARTE","Texarkana",33.4725,-93.9215,"57",2.0357,"2015","NSH"
"OHBL","Buckeye Lake",39.9333,-82.4833,"57",1.5,"2015","NSH"
"NYQW","L.I.: Quogue-Watermill",40.8591,-72.4524,"56",0.918,"2015","NSH"
"TXKI","Kingsville",27.4658,-97.8551,"56",1.1979,"2015","NSH"
"ORSU","Summer Lake",42.9731,-120.7778,"56",1.1429,"2015","NSH"
"TXWF","Wichita Falls",33.8877,-98.6298,"55",2.6829,"2015","NSH"
"NYSM","L.I.: Smithtown",40.9133,-73.1386,"55",0.9483,"2015","NSH"
"NYBW","Bronx-Westchester Region",40.9117,-73.7825,"55",0.2245,"2015","NSH"
"NMSE","Sevilleta N.W.R.",34.3167,-106.95,"55",2.1526,"2015","NSH"
"NJRA","Ramsey",41.0935,-74.2541,"55",0.7774,"2015","NSH"
"MOHF","Horton-Four Rivers",38.02,-94.357,"55",1.5385,"2015","NSH"
"NMCA","Caballo",32.953,-107.3122,"54",0.9774,"2015","NSH"
"OKTI","Tishomingo N.W.R.",34.1833,-96.65,"54",0.871,"2015","NSH"
"CASP","Springville",36.1338,-118.813,"54",0.6667,"2015","NSH"
"FLBA","Bradenton",27.501,-82.5631,"54",0.4865,"2015","NSH"
"MXSC","San Carlos, Sonora, Mexico",28.0389,-110.9377,"53",2.7895,"2015","NSH"
"CASR","Santa Rosa",38.4379,-122.7116,"52",0.437,"2015","NSH"
"ILCO","Crab Orchard N.W.R.",37.7196,-89.0212,"51",1.1461,"2015","NSH"
"CAAG","Angwin",38.5715,-122.3977,"51",0.5313,"2015","NSH"
"MSJA","Jackson",32.4476,-90.004,"51",0.8718,"2015","NSH"
"TXPM","Palmetto S.P.",29.5833,-97.5833,"51",0.843,"2015","NSH"
"TXLG","Longview",32.3765,-94.7162,"51",0.6145,"2015","NSH"
"KSJC","Junction City",39.0006,-96.8813,"49",1.3803,"2015","NSH"
"NMLO","Loving",32.291,-104.0667,"48",2.7826,"2015","NSH"
"COPS","Pagosa Springs",37.2403,-107.0257,"48",1.2,"2015","NSH"
"TXKV","Kerrville",30.0646,-99.1757,"48",1,"2015","NSH"
"TXCD","Cedar Hill",32.5931,-96.951,"48",0.7567,"2015","NSH"
"TXBL","Buffalo Lake N.W.R.",34.9187,-102.0428,"48",3.2,"2015","NSH"
"CAEL","Eagle Lake",40.6299,-120.7518,"47",1.2129,"2015","NSH"
"CAMS","Mount Shasta",41.5342,-122.4141,"45",0.8085,"2015","NSH"
"FLLP","Lake Placid",27.2601,-81.3441,"45",0.5263,"2015","NSH"
"ILCA","Chautauqua N.W.R.",40.4167,-89.95,"45",1.0778,"2015","NSH"
"NJTM","Trenton Marshes",40.1918,-74.7276,"45",0.9091,"2015","NSH"
"NCRK","Roanoke Rapids",36.4025,-77.5651,"45",4.5,"2015","NSH"
"ONKG","Kingston",44.206,-76.4611,"45",0.4839,"2015","NSH"
"SCCA","Charleston",32.9333,-79.7,"44",0.9215,"2015","NSH"
"INLA","Lafayette",40.4605,-86.9157,"44",0.6023,"2015","NSH"
"MOSJ","St. Joseph",39.7973,-94.844,"44",0.898,"2015","NSH"
"COFO","Fountain Creek",38.6333,-104.65,"44",0.9167,"2015","NSH"
"CABR","Bear Valley Springs",35.0945,-118.661,"44",2.5215,"2015","NSH"
"AZAH","Atascosa Highlands",31.4701,-111.1728,"44",0.2075,"2015","NSH"
"CAEC","East Contra Costa County",37.9118,-121.678,"43",0.6232,"2015","NSH"
"AZSV","Salt Verde River",33.639,-111.616,"42",0.2791,"2015","NSH"
"COBO","Boulder",40.0256,-105.2725,"42",0.1457,"2015","NSH"
"FLSR","Sarasota",27.2841,-82.4976,"42",0.181,"2015","NSH"
"GACI","Cumberland Island",30.8151,-81.4673,"42",0.4628,"2015","NSH"
"KSOP","Oskaloosa-Perry Lake",39.2014,-95.4032,"42",0.6199,"2015","NSH"
"NMLL","La Luz-Otero County",33,-105.96,"42",1.098,"2015","NSH"
"NVDG","Desert Game Range",36.3276,-115.3125,"41",1.4643,"2015","NSH"
"IASR","Saylorville Reservoir",41.8038,-93.7562,"41",0.519,"2015","NSH"
"COJM","John Martin Reservoir",38.058,-103.033,"41",0.7523,"2015","NSH"
"COPU","Pueblo",38.1753,-104.5196,"41",0.8039,"2015","NSH"
"TXBA","Balmorhea",30.9858,-103.7459,"41",2.3429,"2015","NSH"
"WAED","Edmonds",47.8524,-122.2489,"41",0.2175,"2015","NSH"
"TNCH","Chattanooga",35.104,-85.2292,"40",0.5797,"2015","NSH"
"FLSO","STA5-Clewiston",26.516,-80.916,"40",0.4444,"2015","NSH"
"KSBB","Benedictine Bottoms",39.6092,-95.1342,"40",1.7699,"2015","NSH"
"TXBB","Bastrop-Buescher State Parks",30.0866,-97.2484,"39",0.4771,"2015","NSH"
"MDJB","Jug Bay",38.7532,-76.6415,"38",0.2456,"2015","NSH"
"CACR","Calero-Morgan Hill",37.1897,-121.7617,"38",0.206,"2015","NSH"
"AZTI","Timber Mesa",34.2089,-109.9582,"37",0.9024,"2015","NSH"
"AZNO","Nogales",31.4338,-110.9358,"37",0.5968,"2015","NSH"
"MSEL","Eagle Lake",32.5458,-90.58,"37",2.0556,"2015","NSH"
"TXMC","Mckinney",33.1585,-96.6154,"37",0.5101,"2015","NSH"
"QCLO","Longueuil",45.6536,-73.4901,"37",0.0638,"2015","NSH"
"OHTO","Toledo",41.65,-83.5333,"36",0.3303,"2015","NSH"
"MXLN","Laguna de Chapala, Jalisco, Mexico",20.3366,-103.2479,"36",1.6364,"2015","NSH"
"NJGS","Great Swamp-Watchung Ridges",40.6983,-74.4017,"35",0.3333,"2015","NSH"
"MSSH","Southern Hancock County",30.2906,-89.5034,"35",0.4545,"2015","NSH"
"LANI","New Iberia",30.0017,-91.8949,"35",0.675,"2015","NSH"
"BCVE","Vernon",50.2686,-119.2769,"35",0.307,"2015","NSH"
"ARLR","Little Rock",34.7582,-92.2792,"35",0.4611,"2015","NSH"
"CAYR","Yreka",41.7495,-122.5247,"35",0.6731,"2015","NSH"
"OKSL","Sooner Lake",36.4032,-97.0672,"35",1.0769,"2015","NSH"
"TXBN","Burnet County",30.7514,-98.275,"34",0.4488,"2015","NSH"
"VALC","Little Creek",36.8508,-76.0994,"34",0.4,"2015","NSH"
"TXRO","Rockport",28.0669,-97.1167,"34",0.4892,"2015","NSH"
"ILLA","Lisle Arboretum",41.7518,-87.9738,"34",0.1826,"2015","NSH"
"NENP","North Platte",41.1167,-100.7999,"34",0.9189,"2015","NSH"
"MDSD","Southern Dorchester County",38.3617,-76.0371,"33",0.3511,"2015","NSH"
"GADA","Dalton",34.7667,-84.9667,"33",1.65,"2015","NSH"
"AZCF","Carefree",33.8594,-111.902,"33",0.2727,"2015","NSH"
"TXBR","Brazoria-Columbia Bottomlands",29.1521,-95.5657,"33",0.2895,"2015","NSH"
"TXCR","Crawford",31.556,-97.3556,"32",0.6214,"2015","NSH"
"RINC","Newport County-Westport",41.5369,-71.1566,"32",0.2443,"2015","NSH"
"TXSG","San Angelo",31.4439,-100.4823,"32",0.4267,"2015","NSH"
"WASW","South End Whidbey",48.0365,-122.4802,"32",0.4295,"2015","NSH"
"INTH","Terre Haute",39.4165,-87.407,"32",0.3596,"2015","NSH"
"NMPM","Peloncillo Mountains",31.7434,-108.9236,"32",0.559,"2015","NSH"
"NVMD","Minden",38.9542,-119.7647,"32",9.1429,"2015","NSH"
"OKSC","Stephens County",34.5667,-97.7833,"31",0.7251,"2015","NSH"
"LAJB","Johnsons Bayou",29.801,-93.7149,"31",0.8267,"2015","NSH"
"PALN","Linesville",41.6028,-80.4296,"31",0.6458,"2015","NSH"
"TNWH","White County",35.9082,-85.598,"31",0.8921,"2015","NSH"
"VANW","Nassawadox",37.4373,-75.7859,"30",0.4,"2015","NSH"
"LAST","St. Tammany Parish",30.4211,-90.0886,"30",0.32,"2015","NSH"
"NJBA","Barnegat",39.6667,-74.1667,"30",0.2778,"2015","NSH"
"AZSD","St. David",31.8908,-110.1265,"30",0.8824,"2015","NSH"
"GAPR","Piedmont N.W.R.-Rum Creek W.M.A.",33.0936,-83.747,"30",0.7229,"2015","NSH"
"FLKW","Key West",24.5808,-81.7046,"30",1.7647,"2015","NSH"
"DCDC","Washington",38.8674,-77.0685,"30",0.1111,"2015","NSH"
"OKNO","Norman",35.2655,-97.3767,"29",0.3893,"2015","NSH"
"OHIL","Indian Lake",40.4833,-83.9167,"29",1.2747,"2015","NSH"
"INLM","Lake Monroe",39.0152,-86.3984,"29",0.2944,"2015","NSH"
"TXWR","White River",33.482,-101.1082,"29",0.8529,"2015","NSH"
"TNCS","Crossville",35.8621,-85.0169,"28",0.5864,"2015","NSH"
"TXGR","Granger",30.7062,-97.4019,"28",0.3173,"2015","NSH"
"CAAN","Año Nuevo",37.2147,-122.3182,"28",0.1099,"2015","NSH"
"ORGP","Grants Pass",42.4186,-123.3669,"27",0.3719,"2015","NSH"
"UTFS","Fish Springs N.W.R.",39.8107,-113.399,"27",0.7714,"2015","NSH"
"WATO","Toppenish N.W.R.",46.3609,-120.4179,"26",0.4581,"2015","NSH"
"ORLI","Lincoln City",44.9463,-124.0033,"26",0.4706,"2015","NSH"
"ORMD","Madras",44.7278,-121.1331,"26",0.6118,"2015","NSH"
"TXAY","Armand Bayou",29.5498,-95.0489,"26",0.1781,"2015","NSH"
"TXBF","Buffalo Bayou",29.7715,-95.5699,"25",0.3145,"2015","NSH"
"ARWR","White River N.W.R.",34.3146,-91.121,"25",0.7692,"2015","NSH"
"GAMA","Macon",32.8321,-83.6663,"25",0.4241,"2015","NSH"
"ILMI","Meredosia Island",39.8542,-90.5937,"25",0.6944,"2015","NSH"
"KSQU","Quivira N.W.R.",38.15,-98.4833,"25",0.6024,"2015","NSH"
"MSML","Moon Lake (Lula)",34.4937,-90.4931,"25",3.0303,"2015","NSH"
"MSTU","Tupelo",34.2276,-88.7012,"24",1.4118,"2015","NSH"
"LAPP","Pine Prairie",30.7643,-92.3765,"24",0.3735,"2015","NSH"
"OKFG","Fort Gibson Reservoir",35.85,-95.3167,"24",0.4286,"2015","NSH"
"NJLB","Long Branch",40.2502,-74.0554,"24",0.2807,"2015","NSH"
"IDLE","Lewiston-Clarkston",46.414,-116.952,"24",0.3429,"2015","NSH"
"ILML","Mermet Lake, Massac County",37.2,-88.75,"23",0.3665,"2015","NSH"
"CATT","Tall Trees",41.2094,-124.0093,"23",0.2253,"2015","NSH"
"NMLC","Las Cruces",32.3,-106.7167,"23",0.1631,"2015","NSH"
"ONSL","St. Clair N.W.A.",42.3667,-82.35,"23",0.3274,"2015","NSH"
"SCSR","Savannah River Site",33.2,-81.6167,"22",0.4862,"2015","NSH"
"ORYB","Yaquina Bay",44.5866,-124.0642,"22",0.3284,"2015","NSH"
"OKHR","Hulah Reservoir",36.9289,-96.0873,"22",0.44,"2015","NSH"
"MXHU","Huatulco, Oaxaca, Mexico",15.7675,-96.1302,"22",1.913,"2015","NSH"
"ILCR","Calumet City-Sand Ridge",41.6155,-87.5395,"22",0.3563,"2015","NSH"
"BCMA","Greater Masset",54.0464,-132.1903,"22",0.6471,"2015","NSH"
"CAMV","Morongo Valley",34.0359,-116.5625,"22",0.4,"2015","NSH"
"CASC","Santa Cruz County",37.0162,-122.0499,"22",0.0905,"2015","NSH"
"AZDV","Dudleyville",32.9029,-110.7179,"21",0.2456,"2015","NSH"
"IASL","Spirit Lake",43.4226,-95.1023,"21",1.05,"2015","NSH"
"HIKU","Moloka'i: Kualapu'u",21.1333,-157.0167,"21",1.68,"2015","NSH"
"LACA","Catahoula N.W.R.",31.508,-92.0589,"21",0.672,"2015","NSH"
"KSBS","Bonner Springs - Lansing",39.1724,-94.9004,"21",0.8077,"2015","NSH"
"OHGL","Grand Lake-St. Marys",40.5168,-84.5,"21",0.7,"2015","NSH"
"NYCA","L.I.: Captree",40.7038,-73.2493,"21",0.1375,"2015","NSH"
"NCCR","Charlotte",35.1765,-80.8759,"21",0.2341,"2015","NSH"
"ONHB","Holiday Beach",42.1333,-83.037,"21",0.2727,"2015","NSH"
"WAYV","Yakima Valley",46.5919,-120.4555,"21",0.2333,"2015","NSH"
"TXTE","Texarkana",33.2784,-94.2082,"21",0.866,"2015","NSH"
"TXLP","Lost Pines",30.2209,-97.4397,"21",0.2689,"2015","NSH"
"TXLR","Lake Ray Hubbard",32.9296,-96.5363,"20",0.4808,"2015","NSH"
"UTJR","Jordan River",40.4526,-111.9135,"20",0.4211,"2015","NSH"
"NJBO","Boonton",40.85,-74.3833,"20",0.1732,"2015","NSH"
"NJCM","Cape May",39.0123,-74.8778,"20",0.0765,"2015","NSH"
"ILCV","Collinsville",38.7081,-89.9588,"19",0.4967,"2015","NSH"
"ILFB","Fermilab-Batavia",41.8605,-88.2628,"19",0.0875,"2015","NSH"
"TXOR","Old River",29.8776,-94.7263,"19",0.3125,"2015","NSH"
"TXLK","Lake Tawakoni",32.7667,-95.9167,"19",0.5,"2015","NSH"
"ONPQ","Presqu'ile P.P.",44.0168,-77.7,"18",0.1254,"2015","NSH"
"TXNB","New Braunfels",29.7,-98.1167,"18",0.3448,"2015","NSH"
"FLTA","Tampa",28.0107,-82.4595,"18",0.3586,"2015","NSH"
"BCPA","Port Alberni",49.2573,-124.814,"18",0.3789,"2015","NSH"
"NCSL","Southern Lake Norman",35.4424,-80.8689,"18",0.2368,"2015","NSH"
"NMEL","Eunice-Lea County",32.2541,-103.1136,"18",2.1176,"2015","NSH"
"NJSA","Salem",39.614,-75.4142,"18",0.2081,"2015","NSH"
"OHEL","Elyria-Lorain",41.3842,-82.1897,"18",0.2791,"2015","NSH"
"NYJA","Jamestown",42.1095,-79.2284,"17",0.3633,"2015","NSH"
"INHM","Hanover-Madison",38.7382,-85.4706,"17",1.7895,"2015","NSH"
"IDNA","Nampa",43.568,-116.6729,"17",0.2586,"2015","NSH"
"COPR","Pueblo Reservoir",38.2354,-104.7857,"17",0.1818,"2015","NSH"
"FLGA","Gainesville",29.6027,-82.3127,"17",0.0683,"2015","NSH"
"ONTO","Toronto",43.7086,-79.4104,"17",0.0727,"2015","NSH"
"ORCB","Coos Bay",43.3759,-124.2973,"17",0.1753,"2015","NSH"
"PAHR","Harrisburg",40.234,-76.9349,"17",0.16,"2015","NSH"
"TXLE","Lake Meredith (east)",35.6833,-101.6167,"17",1.8378,"2015","NSH"
"TXCS","College Station",30.593,-96.3175,"16",0.1576,"2015","NSH"
"QCAH","Laval-Ahuntsic",45.634,-73.8195,"16",0.1823,"2015","NSH"
"VABB","Back Bay N.W.R.",36.65,-76,"16",0.1928,"2015","NSH"
"COPE","Penrose",38.3907,-105.144,"16",0.2177,"2015","NSH"
"COLO","Longmont",40.1741,-105.1734,"16",0.1633,"2015","NSH"
"ILNE","Newton",38.0441,-88.3181,"16",0.5926,"2015","NSH"
"CAGM","Grass Mountain",34.6333,-118.4167,"16",1.7778,"2015","NSH"
"KSLC","Linn County",38.2833,-94.75,"16",0.3107,"2015","NSH"
"KYEK","Elkton",36.7605,-87.1016,"15",0.5455,"2015","NSH"
"NYSI","Staten Island",40.5833,-74.15,"15",0.1622,"2015","NSH"
"COWF","Weldona-Fort Morgan",40.3422,-103.8568,"15",0.436,"2015","NSH"
"TXWK","West Kerr County",30.0893,-99.4328,"15",0.2344,"2015","NSH"
"TXGT","Georgetown-Andice",30.6999,-97.7395,"15",0.1724,"2015","NSH"
"PRCR","Cabo Rojo",18.0133,-67.1176,"14",0.2713,"2015","NSH"
"SCCL","Clemson",34.6346,-82.8365,"14",0.6667,"2015","NSH"
"WAOH","Oak Harbor",48.2646,-122.6805,"14",0.1436,"2015","NSH"
"CAEA","Eastern Alameda County",37.609,-121.789,"14",0.0321,"2015","NSH"
"AZCV","Camp Verde",34.5873,-111.7545,"14",0.28,"2015","NSH"
"BCCH","Chilliwack",49.1113,-121.9436,"13",0.1444,"2015","NSH"
"CACI","Santa Clarita",34.4499,-118.4982,"13",0.2031,"2015","NSH"
"COFC","Fort Collins",40.6454,-105.1141,"13",0.0864,"2015","NSH"
"IDBH","Buhl",42.63,-114.82,"13",0.5306,"2015","NSH"
"GACH","Chattahoochee National Forest Songbird M.A.",34.8775,-84.6474,"13",0.3152,"2015","NSH"
"NMCC","Carlsbad Caverns N.P.",32.1772,-104.5029,"13",0.4127,"2015","NSH"
"NCPC","Pamlico County",35.1435,-76.6526,"13",0.2781,"2015","NSH"
"INKC","Knox County",38.6453,-87.4171,"13",0.2239,"2015","NSH"
"ORBE","Bend",44.0642,-121.3109,"13",0.2167,"2015","NSH"
"ONPP","Point Pelee",42.0186,-82.5265,"13",0.2,"2015","NSH"
"TNEL","Elizabethton",36.3413,-82.1263,"12",0.2553,"2015","NSH"
"VAWB","Washington's Birthplace",38.1143,-76.9478,"12",0.2,"2015","NSH"
"WACK","Columbia Hills-Klickitat Valley",45.7667,-120.7833,"12",0.224,"2015","NSH"
"NYRH","Rochester",43.2232,-77.6413,"12",0.0903,"2015","NSH"
"COGJ","Grand Junction",39.1208,-108.6081,"12",0.078,"2015","NSH"
"BANP","New Providence Island, Bahamas",25.0541,-77.3968,"12",0.2682,"2015","NSH"
"AZBW","Bill Williams Delta",34.3002,-114.0928,"12",0.209,"2015","NSH"
"CTSM","Stratford-Milford",41.1742,-73.1099,"11",0.1134,"2015","NSH"
"OHMA","Mansfield",40.7042,-82.5486,"11",0.1236,"2015","NSH"
"OHWH","Western Hamilton County",39.2065,-84.6361,"11",0.1392,"2015","NSH"
"NESC","Scottsbluff",41.8674,-103.6408,"11",0.5,"2015","NSH"
"KYLO","Louisville",38.2929,-85.6284,"11",0.1302,"2015","NSH"
"TXWP","Westcave Preserve",30.3553,-98.0296,"11",0.093,"2015","NSH"
"WIRT","Retreat",43.4327,-91.0576,"10",0.4167,"2015","NSH"
"PAUB","Upper Bucks County",40.4036,-75.365,"10",0.0738,"2015","NSH"
"INSC","Southern Lake County",41.32,-87.3098,"10",0.2899,"2015","NSH"
"MIBT","Battle Creek",42.3767,-85.2795,"10",0.1504,"2015","NSH"
"OKWM","Wichita Mountains Wildlife Refuge",34.7333,-98.6667,"10",0.1587,"2015","NSH"
"NYCS","L.I.: Central Suffolk County",40.8333,-72.7838,"10",0.1434,"2015","NSH"
"CTHA","Hartford",41.766,-72.6727,"10",0.0417,"2015","NSH"
"FLAB","Aripeka-Bayport",28.4667,-82.5833,"10",0.1786,"2015","NSH"
"DEMI","Middletown",39.4753,-75.6347,"10",0.1194,"2015","NSH"
"FLFK","Fakahatchee",26.1486,-81.4535,"10",0.1054,"2015","NSH"
"ILPE","Peoria",40.6999,-89.6202,"10",0.1695,"2015","NSH"
"ILME","Monroe County",38.2394,-90.2333,"10",0.303,"2015","NSH"
"AZPA","Patagonia",31.4833,-110.6833,"9",0.069,"2015","NSH"
